Year,Quarter,Type of application,Category of leave,Industry,Applications
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",18
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",855
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Construction,277
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Education,"1,424"
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",119
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,"2,943"
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,"14,622"
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"3,343"
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Manufacturing,757
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,101
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,807
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","3,136"
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,137
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Real estate activities,77
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,127
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",14
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,484
2022,2022 Q3,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,"1,765"
2022,2022 Q3,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,13
2022,2022 Q3,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2022,2022 Q3,Visa,Worker (Previously Tier 2),Administrative and support service activities,336
2022,2022 Q3,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",108
2022,2022 Q3,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation","1,294"
2022,2022 Q3,Visa,Worker (Previously Tier 2),Construction,850
2022,2022 Q3,Visa,Worker (Previously Tier 2),Education,"2,009"
2022,2022 Q3,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",280
2022,2022 Q3,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"4,017"
2022,2022 Q3,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,"21,543"
2022,2022 Q3,Visa,Worker (Previously Tier 2),Information and Communications,"6,505"
2022,2022 Q3,Visa,Worker (Previously Tier 2),Manufacturing,"2,417"
2022,2022 Q3,Visa,Worker (Previously Tier 2),Mining and Quarrying,264
2022,2022 Q3,Visa,Worker (Previously Tier 2),Other Service Activities,"1,434"
2022,2022 Q3,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","5,348"
2022,2022 Q3,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,236
2022,2022 Q3,Visa,Worker (Previously Tier 2),Real estate activities,115
2022,2022 Q3,Visa,Worker (Previously Tier 2),Transportation and Storage,313
2022,2022 Q3,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",28
2022,2022 Q3,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,563
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,26
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,6
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,610
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",3
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","7,219"
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Construction,1
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Education,120
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,13
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,150
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Manufacturing,1
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,81
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",33
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,8
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,12
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,29
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,81
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,2
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,640
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing","4,959"
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","3,019"
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Construction,8
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Education,"3,912"
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),"Electricity, gas, steam and air conditioning supply",3
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,30
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,540
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Information and Communications,111
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Manufacturing,46
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Mining and Quarrying,13
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,792
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",374
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,12
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Real estate activities,1
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Transportation and Storage,2
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,102
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,"1,307"
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,7
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,4
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,382
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",26
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",633
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Construction,561
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Education,"2,237"
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",231
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,"2,951"
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,"26,774"
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"6,053"
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Manufacturing,"1,213"
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,111
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,801
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","5,222"
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,273
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Real estate activities,153
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,253
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",33
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,982
2022,2022 Q4,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,"2,126"
2022,2022 Q4,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,11
2022,2022 Q4,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,7
2022,2022 Q4,Visa,Worker (Previously Tier 2),Administrative and support service activities,345
2022,2022 Q4,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",136
2022,2022 Q4,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",997
2022,2022 Q4,Visa,Worker (Previously Tier 2),Construction,737
2022,2022 Q4,Visa,Worker (Previously Tier 2),Education,"1,358"
2022,2022 Q4,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",168
2022,2022 Q4,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"3,095"
2022,2022 Q4,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,"25,684"
2022,2022 Q4,Visa,Worker (Previously Tier 2),Information and Communications,"4,710"
2022,2022 Q4,Visa,Worker (Previously Tier 2),Manufacturing,"2,161"
2022,2022 Q4,Visa,Worker (Previously Tier 2),Mining and Quarrying,322
2022,2022 Q4,Visa,Worker (Previously Tier 2),Other Service Activities,769
2022,2022 Q4,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","4,762"
2022,2022 Q4,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,144
2022,2022 Q4,Visa,Worker (Previously Tier 2),Real estate activities,87
2022,2022 Q4,Visa,Worker (Previously Tier 2),Transportation and Storage,357
2022,2022 Q4,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",31
2022,2022 Q4,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,711
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,27
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,3
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,446
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",1
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","6,350"
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Education,85
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,26
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,54
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,46
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",33
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,8
2022,2022 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,4
2022,2022 Q4,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,22
2022,2022 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,53
2022,2022 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,3
2022,2022 Q4,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,396
2022,2022 Q4,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing","1,167"
2022,2022 Q4,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","2,413"
2022,2022 Q4,Visa,Temporary Worker (Previously Tier 5),Construction,10
2022,2022 Q4,Visa,Temporary Worker (Previously Tier 5),Education,"1,213"
2022,2022 Q4,Visa,Temporary Worker (Previously Tier 5),"Electricity, gas, steam and air conditioning supply",4
2022,2022 Q4,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,37
2022,2022 Q4,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,323
